,Location,Total Cases,Total Deaths,Total Recovered
889,Gorontalo,2,0,3
891,Jambi,6,0,0
892,Jawa Barat,491,72,64
893,Jawa Tengah,417,49,64
894,Jawa Timur,547,132,578
895,Kalimantan Barat,13,3,13
896,Kalimantan Selatan,49,7,5
897,Kalimantan Tengah,33,3,46
898,Kalimantan Timur,33,1,6
899,Kalimantan Utara,20,1,1
900,Kepulauan Bangka Belitung,6,1,0
901,Kepulauan Riau,32,8,7
902,Lampung,21,5,4
903,Maluku,14,0,1
904,Maluku Utara,4,0,2
905,Nusa Tenggara Barat,36,2,2
906,Nusa Tenggara Timur,1,0,0
907,Papua,74,5,10
908,Papua Barat,2,1,0
909,Riau,21,5,7
910,Sulawesi Barat,7,1,1
911,Sulawesi Selatan,239,23,44
912,Sulawesi Tengah,22,3,2
913,Sulawesi Tenggara,24,1,13
914,Sulawesi Utara,18,3,4
915,Sumatera Barat,55,4,8
916,Sumatera Selatan,22,2,4
917,Sumatera Utara,78,9,11
918,Aceh,5,0,3
919,Bali,108,2,10
920,Banten,228,48,246
921,Bengkulu,4,1,6
922,DKI Jakarta,2259,281,176
923,Daerah Istimewa Yogyakarta,61,6,22
924,Gorontalo,5,0,3
926,Jambi,7,0,0
927,Jawa Barat,498,73,77
928,Jawa Tengah,432,52,68
929,Jawa Timur,560,136,581
930,Kalimantan Barat,21,3,13
931,Kalimantan Selatan,58,7,9
932,Kalimantan Tengah,34,3,46
933,Kalimantan Timur,42,1,11
934,Kalimantan Utara,28,1,2
935,Kepulauan Bangka Belitung,7,1,0
936,Kepulauan Riau,39,8,7
937,Lampung,26,5,4
938,Maluku,14,0,1
939,Maluku Utara,4,0,2
940,Nusa Tenggara Barat,44,2,2
941,Nusa Tenggara Timur,1,0,0
942,Papua,80,7,15
943,Papua Barat,5,1,0
944,Riau,26,5,10
945,Sulawesi Barat,7,1,1
946,Sulawesi Selatan,266,25,44
947,Sulawesi Tengah,22,3,2
948,Sulawesi Tenggara,27,1,13
949,Sulawesi Utara,18,3,5
950,Sumatera Barat,55,4,8
951,Sumatera Selatan,40,2,4
952,Sumatera Utara,79,9,14
953,Aceh,5,0,3
954,Bali,119,2,11
955,Banten,237,49,254
956,Bengkulu,4,1,6
957,DKI Jakarta,2429,288,211
958,Daerah Istimewa Yogyakarta,62,7,25
959,Gorontalo,5,0,3
961,Jambi,8,0,0
962,Jawa Barat,540,77,94
963,Jawa Tengah,446,56,84
964,Jawa Timur,570,142,584
965,Kalimantan Barat,21,3,13
966,Kalimantan Selatan,73,7,9
967,Kalimantan Tengah,35,3,46
968,Kalimantan Timur,42,1,12
969,Kalimantan Utara,47,1,2
970,Kepulauan Bangka Belitung,7,1,0
971,Kepulauan Riau,58,8,8
972,Lampung,26,5,4
973,Maluku,14,0,1
974,Maluku Utara,4,0,2
975,Nusa Tenggara Barat,50,2,2
976,Nusa Tenggara Timur,1,0,0
977,Papua,89,7,15
978,Papua Barat,5,1,0
979,Riau,27,5,10
980,Sulawesi Barat,7,1,1
981,Sulawesi Selatan,331,27,46
982,Sulawesi Tengah,24,3,2
983,Sulawesi Tenggara,27,1,13
984,Sulawesi Utara,18,3,5
985,Sumatera Barat,62,6,11
986,Sumatera Selatan,54,2,4
987,Sumatera Utara,79,9,14
988,Aceh,6,0,3
989,Bali,126,2,12
990,Banten,249,50,258
991,Bengkulu,4,1,7
992,DKI Jakarta,2530,295,212
993,Daerah Istimewa Yogyakarta,65,7,27
994,Gorontalo,5,0,3
996,Jambi,8,0,1
997,Jawa Barat,551,77,98
998,Jawa Tengah,484,56,91
999,Jawa Timur,604,145,591
1000,Kalimantan Barat,21,3,13
1001,Kalimantan Selatan,91,7,10
1002,Kalimantan Tengah,41,4,46
1003,Kalimantan Timur,52,1,12
1004,Kalimantan Utara,50,1,2
1005,Kepulauan Bangka Belitung,7,1,1
1006,Kepulauan Riau,79,8,8
1007,Lampung,26,5,4
1008,Maluku,17,0,6
1009,Maluku Utara,4,0,2
1010,Nusa Tenggara Barat,54,2,2
1011,Nusa Tenggara Timur,1,0,0
1012,Papua,95,7,15
1013,Papua Barat,5,1,0
1014,Riau,31,5,10
1015,Sulawesi Barat,7,1,1
1016,Sulawesi Selatan,341,29,51
1017,Sulawesi Tengah,24,3,2
1018,Sulawesi Tenggara,27,2,13
1019,Sulawesi Utara,20,3,5
1020,Sumatera Barat,71,7,13
1021,Sumatera Selatan,84,3,4
1022,Sumatera Utara,79,9,14
1023,Aceh,7,0,3
1024,Bali,130,2,14
1025,Banten,252,50,262
1026,Bengkulu,4,1,7
1027,DKI Jakarta,2643,298,237
1028,Daerah Istimewa Yogyakarta,66,7,28
1029,Gorontalo,5,0,3
1031,Jambi,8,0,1
1032,Jawa Barat,601,78,111
1033,Jawa Tengah,508,58,91
1034,Jawa Timur,647,151,593
1035,Kalimantan Barat,21,3,13
1036,Kalimantan Selatan,95,7,10
1037,Kalimantan Tengah,46,4,46
1038,Kalimantan Timur,57,1,12
1039,Kalimantan Utara,69,1,2
1040,Kepulauan Bangka Belitung,8,1,1
1041,Kepulauan Riau,79,8,9
1042,Lampung,26,5,4
1043,Maluku,17,0,6
1044,Maluku Utara,4,0,2
1045,Nusa Tenggara Barat,60,3,11
1046,Nusa Tenggara Timur,1,0,0
1047,Papua,107,7,15
1048,Papua Barat,7,1,0
1049,Riau,31,5,10
1050,Sulawesi Barat,7,1,1
1051,Sulawesi Selatan,368,30,61
1052,Sulawesi Tengah,27,3,2
1053,Sulawesi Tenggara,36,2,13
1054,Sulawesi Utara,20,3,5
1055,Sumatera Barat,72,7,13
1056,Sumatera Selatan,89,3,4
1057,Sumatera Utara,81,9,14
1058,Aceh,7,0,3
1059,Bali,135,2,18
1060,Banten,282,50,270
1061,Bengkulu,4,1,7
1062,DKI Jakarta,2717,303,244
1063,Daerah Istimewa Yogyakarta,68,7,28
1064,Gorontalo,5,0,3
1066,Jambi,8,0,1
1067,Jawa Barat,608,82,116
1068,Jawa Tengah,515,60,98
1069,Jawa Timur,652,154,594
1070,Kalimantan Barat,21,3,13
1071,Kalimantan Selatan,95,7,10
1072,Kalimantan Tengah,60,5,47
1073,Kalimantan Timur,61,1,12
1074,Kalimantan Utara,73,1,2
1075,Kepulauan Bangka Belitung,8,1,1
1076,Kepulauan Riau,79,9,10
1077,Lampung,26,5,4
1078,Maluku,17,0,10
1079,Maluku Utara,4,0,2
1080,Nusa Tenggara Barat,71,4,11
1081,Nusa Tenggara Timur,1,0,0
1082,Papua,107,7,29
1083,Papua Barat,7,1,0
1084,Riau,35,6,10
1085,Sulawesi Barat,7,1,1
1086,Sulawesi Selatan,368,31,70
1087,Sulawesi Tengah,27,3,2
1088,Sulawesi Tenggara,36,2,13
1089,Sulawesi Utara,20,3,5
1090,Sumatera Barat,74,7,14
1091,Sumatera Selatan,89,3,4
1092,Sumatera Utara,83,10,15
1093,Aceh,7,0,3
1094,Bali,145,2,18
1095,Banten,282,54,276
1096,Bengkulu,8,1,7
1097,DKI Jakarta,2900,305,303
1098,Daerah Istimewa Yogyakarta,71,7,31
1099,Gorontalo,8,1,3
1101,Jambi,13,0,1
1102,Jawa Barat,616,88,140
1103,Jawa Tengah,619,62,100
1104,Jawa Timur,662,159,596
1105,Kalimantan Barat,27,3,14
1106,Kalimantan Selatan,97,7,11
1107,Kalimantan Tengah,67,6,47
1108,Kalimantan Timur,66,1,12
1109,Kalimantan Utara,77,1,2
1110,Kepulauan Bangka Belitung,9,1,3
1111,Kepulauan Riau,81,9,11
1112,Lampung,27,5,5
1113,Maluku,17,0,10
1114,Maluku Utara,4,0,2
1115,Nusa Tenggara Barat,92,4,11
1116,Nusa Tenggara Timur,1,0,0
1117,Papua,118,7,33
1118,Papua Barat,7,1,0
1119,Riau,36,6,10
1120,Sulawesi Barat,7,1,1
1121,Sulawesi Selatan,374,33,70
1122,Sulawesi Tengah,27,3,3
1123,Sulawesi Tenggara,36,2,13
1124,Sulawesi Utara,20,3,5
1125,Sumatera Barat,76,8,14
1126,Sumatera Selatan,89,3,4
1127,Sumatera Utara,84,10,15
1128,Aceh,7,0,3
1129,Bali,147,3,23
1130,Banten,285,54,283
1131,Bengkulu,8,1,7
1132,DKI Jakarta,3010,306,311
1133,Daerah Istimewa Yogyakarta,74,7,36
1134,Gorontalo,8,1,3
1136,Jambi,13,0,1
1137,Jawa Barat,620,89,143
1138,Jawa Tengah,659,64,110
1139,Jawa Timur,698,164,626
1140,Kalimantan Barat,31,3,15
1141,Kalimantan Selatan,107,7,11
1142,Kalimantan Tengah,82,6,47
1143,Kalimantan Timur,67,1,12
1144,Kalimantan Utara,77,1,2
1145,Kepulauan Bangka Belitung,9,1,3
1146,Kepulauan Riau,81,9,11
1147,Lampung,27,5,6
1148,Maluku,17,0,10
1149,Maluku Utara,12,0,2
1150,Nusa Tenggara Barat,107,4,11
1151,Nusa Tenggara Timur,1,0,0
1152,Papua,123,7,33
1153,Papua Barat,8,1,0
1154,Riau,36,6,10
1155,Sulawesi Barat,8,1,1
1156,Sulawesi Selatan,387,33,75
1157,Sulawesi Tengah,29,3,3
1158,Sulawesi Tenggara,36,2,13
1159,Sulawesi Utara,20,3,5
1160,Sumatera Barat,81,9,14
1161,Sumatera Selatan,89,3,4
1162,Sumatera Utara,93,10,22
1163,Aceh,7,1,3
1164,Bali,162,3,30
1165,Banten,288,54,284
1166,Bengkulu,8,1,7
1167,DKI Jakarta,3132,306,315
1168,Daerah Istimewa Yogyakarta,75,7,37
1169,Gorontalo,8,1,3
1171,Jambi,14,0,1
1172,Jawa Barat,638,93,157
1173,Jawa Tengah,727,66,121
1174,Jawa Timur,725,168,638
1175,Kalimantan Barat,50,3,15
1176,Kalimantan Selatan,114,8,11
1177,Kalimantan Tengah,83,6,47
1178,Kalimantan Timur,72,1,12
1179,Kalimantan Utara,77,1,2
1180,Kepulauan Bangka Belitung,10,1,3
1181,Kepulauan Riau,83,9,11
1182,Lampung,38,5,6
1183,Maluku,17,0,10
1184,Maluku Utara,14,0,2
1185,Nusa Tenggara Barat,114,4,13
1186,Nusa Tenggara Timur,1,0,0
1187,Papua,130,7,33
1188,Papua Barat,13,1,0
1189,Riau,37,6,13
1190,Sulawesi Barat,8,1,1
1191,Sulawesi Selatan,397,33,80
1192,Sulawesi Tengah,29,3,3
1193,Sulawesi Tenggara,36,2,13
1194,Sulawesi Utara,31,3,7
1195,Sumatera Barat,86,9,17
1196,Sumatera Selatan,93,3,5
1197,Sumatera Utara,95,11,22
1198,Aceh,8,1,3
1199,Bali,172,3,32
1200,Banten,311,54,286
1201,Bengkulu,8,1,7
1202,DKI Jakarta,3210,306,316
1203,Daerah Istimewa Yogyakarta,76,7,37
1204,Gorontalo,13,1,3
1206,Jambi,18,0,1
1207,Jawa Barat,709,95,161
1208,Jawa Tengah,768,70,125
1209,Jawa Timur,745,179,652
1210,Kalimantan Barat,50,3,15
1211,Kalimantan Selatan,132,8,11
1212,Kalimantan Tengah,94,6,47
1213,Kalimantan Timur,83,1,14
1214,Kalimantan Utara,77,1,2
1215,Kepulauan Bangka Belitung,10,1,3
1216,Kepulauan Riau,83,9,11
1217,Lampung,38,5,6
1218,Maluku,17,0,11
1219,Maluku Utara,14,0,2
1220,Nusa Tenggara Barat,152,4,15
1221,Nusa Tenggara Timur,1,0,1
1222,Papua,136,7,33
1223,Papua Barat,15,1,0
1224,Riau,37,6,14
1225,Sulawesi Barat,33,1,1
1226,Sulawesi Selatan,419,33,81
1227,Sulawesi Tengah,32,3,3
1228,Sulawesi Tenggara,41,2,14
1229,Sulawesi Utara,36,3,7
1230,Sumatera Barat,96,10,18
1231,Sumatera Selatan,106,3,7
1232,Sumatera Utara,96,11,22
1233,Aceh,9,1,3
1234,Bali,178,3,41
1235,Banten,322,56,288
1236,Bengkulu,8,1,7
1237,DKI Jakarta,3288,325,323
1238,Daerah Istimewa Yogyakarta,78,7,37
1239,Gorontalo,15,1,3
1241,Jambi,21,0,1
1242,Jawa Barat,727,95,167
1243,Jawa Tengah,820,72,136
1244,Jawa Timur,820,186,671
1245,Kalimantan Barat,51,3,15
1246,Kalimantan Selatan,146,8,15
1247,Kalimantan Tengah,100,6,47
1248,Kalimantan Timur,95,1,14
1249,Kalimantan Utara,83,1,2
1250,Kepulauan Bangka Belitung,10,1,3
1251,Kepulauan Riau,83,9,13
1252,Lampung,38,5,7
1253,Maluku,20,0,11
1254,Maluku Utara,14,0,3
1255,Nusa Tenggara Barat,180,4,20
1256,Nusa Tenggara Timur,1,0,1
1257,Papua,136,7,33
1258,Papua Barat,16,1,0
1259,Riau,39,6,15
1260,Sulawesi Barat,35,1,1
1261,Sulawesi Selatan,432,34,82
1262,Sulawesi Tengah,36,3,3
1263,Sulawesi Tenggara,41,2,14
1264,Sulawesi Utara,36,3,7
1265,Sumatera Barat,97,11,22
1266,Sumatera Selatan,119,3,17
1267,Sumatera Utara,105,12,22
1268,Aceh,9,1,3
1269,Bali,181,3,41
1270,Banten,322,60,289
1271,Bengkulu,8,1,7
1272,DKI Jakarta,3392,332,324
1273,Daerah Istimewa Yogyakarta,81,7,37
1274,Gorontalo,15,1,3
1276,Jambi,32,0,1
1277,Jawa Barat,737,95,169
1278,Jawa Tengah,858,72,139
1279,Jawa Timur,839,194,675
1280,Kalimantan Barat,51,3,15
1281,Kalimantan Selatan,146,8,16
1282,Kalimantan Tengah,104,6,48
1283,Kalimantan Timur,103,1,15
1284,Kalimantan Utara,89,1,2
1285,Kepulauan Bangka Belitung,11,1,3
1286,Kepulauan Riau,85,9,13
1287,Lampung,42,5,7
1288,Maluku,20,0,11
1289,Maluku Utara,26,0,3
1290,Nusa Tenggara Barat,195,4,20
1291,Nusa Tenggara Timur,1,0,1
1292,Papua,141,7,33
1293,Papua Barat,16,1,0
1294,Riau,40,6,15
1295,Sulawesi Barat,35,1,1
1296,Sulawesi Selatan,440,35,100
1297,Sulawesi Tengah,36,3,4
1298,Sulawesi Tenggara,45,2,15
1299,Sulawesi Utara,40,3,13
1300,Sumatera Barat,102,11,22
1301,Sumatera Selatan,129,3,17
1302,Sumatera Utara,111,12,29
1303,Aceh,9,1,4
1304,Bali,188,3,47
1305,Banten,334,61,294
1306,Bengkulu,8,1,7
1307,DKI Jakarta,3458,345,325
1308,Daerah Istimewa Yogyakarta,82,7,39
1309,Gorontalo,15,1,3
1311,Jambi,32,0,1
1312,Jawa Barat,771,96,177
1313,Jawa Tengah,880,74,152
1314,Jawa Timur,851,199,684
1315,Kalimantan Barat,51,3,15
1316,Kalimantan Selatan,150,8,16
1317,Kalimantan Tengah,112,6,48
1318,Kalimantan Timur,105,1,16
1319,Kalimantan Utara,90,1,2
1320,Kepulauan Bangka Belitung,11,1,3
1321,Kepulauan Riau,86,9,13
1322,Lampung,42,5,8
1323,Maluku,20,0,11
1324,Maluku Utara,26,0,3
1325,Nusa Tenggara Barat,206,4,22
1326,Nusa Tenggara Timur,1,0,1
1327,Papua,151,7,33
1328,Papua Barat,16,1,0
1329,Riau,40,6,16
1330,Sulawesi Barat,35,1,1
1331,Sulawesi Selatan,440,35,107
1332,Sulawesi Tengah,36,3,4
1333,Sulawesi Tenggara,45,2,15
1334,Sulawesi Utara,40,3,13
1335,Sumatera Barat,121,14,26
1336,Sumatera Selatan,129,3,21
1337,Sumatera Utara,111,12,36
1338,Aceh,9,1,5
1339,Bali,210,3,53
1340,Banten,340,61,297
1341,Bengkulu,8,2,7
1342,DKI Jakarta,3582,349,347
1343,Daerah Istimewa Yogyakarta,92,7,40
1344,Gorontalo,16,1,5
1346,Jambi,32,0,1
1347,Jawa Barat,772,97,185
1348,Jawa Tengah,902,75,165
1349,Jawa Timur,909,200,705
1350,Kalimantan Barat,51,3,15
1351,Kalimantan Selatan,150,9,20
1352,Kalimantan Tengah,121,7,50
1353,Kalimantan Timur,113,1,16
1354,Kalimantan Utara,92,1,2
1355,Kepulauan Bangka Belitung,11,1,3
1356,Kepulauan Riau,89,9,13
1357,Lampung,44,5,10
1358,Maluku,22,0,12
1359,Maluku Utara,26,0,4
1360,Nusa Tenggara Barat,221,4,24
1361,Nusa Tenggara Timur,1,0,1
1362,Papua,177,7,49
1363,Papua Barat,37,1,0
1364,Riau,41,6,16
1365,Sulawesi Barat,37,1,3
1366,Sulawesi Selatan,453,35,109
1367,Sulawesi Tengah,42,3,8
1368,Sulawesi Tenggara,45,2,15
1369,Sulawesi Utara,43,3,13
1370,Sumatera Barat,144,14,26
1371,Sumatera Selatan,143,3,24
1372,Sumatera Utara,111,13,36
1373,Aceh,9,1,6
1374,Bali,210,3,60
1375,Banten,340,61,308
1376,Bengkulu,12,2,7
1377,DKI Jakarta,3692,349,422
1378,Daerah Istimewa Yogyakarta,93,7,43
1379,Gorontalo,16,1,5
1381,Jambi,32,0,1
1382,Jawa Barat,792,97,198
1383,Jawa Tengah,943,78,173
1384,Jawa Timur,929,203,715
1385,Kalimantan Barat,58,3,15
1386,Kalimantan Selatan,157,9,20
1387,Kalimantan Tengah,127,7,50
1388,Kalimantan Timur,117,1,16
1389,Kalimantan Utara,92,1,4
1390,Kepulauan Bangka Belitung,11,1,3
1391,Kepulauan Riau,89,9,17
1392,Lampung,46,5,13
1393,Maluku,23,0,12
1394,Maluku Utara,26,0,4
1395,Nusa Tenggara Barat,230,4,31
1396,Nusa Tenggara Timur,1,0,1
1397,Papua,189,7,49
1398,Papua Barat,37,1,0
1399,Riau,42,6,17
1400,Sulawesi Barat,38,1,4
1401,Sulawesi Selatan,465,35,119
1402,Sulawesi Tengah,47,3,8
1403,Sulawesi Tenggara,53,2,15
1404,Sulawesi Utara,44,3,14
1405,Sumatera Barat,145,15,26
1406,Sumatera Selatan,144,3,24
1407,Sumatera Utara,114,13,41
1408,Aceh,10,1,6
1409,Bali,217,3,71
1410,Banten,356,61,317
1411,Bengkulu,12,2,7
1412,DKI Jakarta,3798,349,468
1413,Daerah Istimewa Yogyakarta,94,7,43
1414,Gorontalo,16,1,5
1416,Jambi,32,0,1
1417,Jawa Barat,793,102,226
1418,Jawa Tengah,962,79,186
1419,Jawa Timur,1004,208,723
1420,Kalimantan Barat,58,3,15
1421,Kalimantan Selatan,170,9,20
1422,Kalimantan Tengah,145,7,51
1423,Kalimantan Timur,132,1,16
1424,Kalimantan Utara,100,1,4
1425,Kepulauan Bangka Belitung,11,1,5
1426,Kepulauan Riau,89,9,17
1427,Lampung,46,5,20
1428,Maluku,23,0,12
1429,Maluku Utara,40,0,4
1430,Nusa Tenggara Barat,230,4,31
1431,Nusa Tenggara Timur,3,0,1
1432,Papua,205,7,49
1433,Papua Barat,37,1,0
1434,Riau,43,6,24
1435,Sulawesi Barat,42,1,4
1436,Sulawesi Selatan,491,35,123
1437,Sulawesi Tengah,47,3,8
1438,Sulawesi Tenggara,62,2,19
1439,Sulawesi Utara,45,4,14
1440,Sumatera Barat,148,15,27
1441,Sumatera Selatan,150,3,24
1442,Sumatera Utara,117,14,42
1443,Aceh,11,1,6
1444,Bali,230,3,76
1445,Banten,371,61,320
1446,Bengkulu,12,2,7
1447,DKI Jakarta,3933,353,470
1448,Daerah Istimewa Yogyakarta,103,7,48
1449,Gorontalo,16,1,5
1451,Jambi,32,0,1
1452,Jawa Barat,794,106,230
1453,Jawa Tengah,990,82,197
1454,Jawa Timur,1087,213,756
1455,Kalimantan Barat,61,3,15
1456,Kalimantan Selatan,179,9,24
1457,Kalimantan Tengah,156,8,53
1458,Kalimantan Timur,135,1,17
1459,Kalimantan Utara,115,1,5
1460,Kepulauan Bangka Belitung,20,1,5
1461,Kepulauan Riau,89,9,40
1462,Lampung,50,5,20
1463,Maluku,23,0,12
1464,Maluku Utara,41,0,4
1465,Nusa Tenggara Barat,233,4,31
1466,Nusa Tenggara Timur,3,0,1
1467,Papua,210,7,50
1468,Papua Barat,42,1,0
1469,Riau,44,6,25
1470,Sulawesi Barat,43,1,5
1471,Sulawesi Selatan,547,35,136
1472,Sulawesi Tengah,47,3,11
1473,Sulawesi Tenggara,62,2,20
1474,Sulawesi Utara,45,4,14
1475,Sumatera Barat,172,15,32
1476,Sumatera Selatan,156,3,29
1477,Sumatera Utara,117,14,42
1478,Aceh,11,1,6
1479,Bali,232,3,77
1480,Banten,380,62,329
1481,Bengkulu,12,2,7
1482,DKI Jakarta,4025,370,494
1483,Daerah Istimewa Yogyakarta,113,7,48
1484,Gorontalo,16,1,5
1486,Jambi,32,0,1
1487,Jawa Barat,826,108,234
1488,Jawa Tengah,1018,83,207
1489,Jawa Timur,1094,223,802
1490,Kalimantan Barat,68,3,15
1491,Kalimantan Selatan,179,9,24
1492,Kalimantan Tengah,157,8,53
1493,Kalimantan Timur,153,1,17
1494,Kalimantan Utara,122,1,5
1495,Kepulauan Bangka Belitung,20,1,5
1496,Kepulauan Riau,89,9,51
1497,Lampung,50,5,20
1498,Maluku,23,0,12
1499,Maluku Utara,41,0,4
1500,Nusa Tenggara Barat,250,4,32
1501,Nusa Tenggara Timur,3,0,1
1502,Papua,239,7,50
1503,Papua Barat,43,1,0
1504,Riau,47,6,27
1505,Sulawesi Barat,44,1,5
1506,Sulawesi Selatan,577,38,146
1507,Sulawesi Tengah,59,3,11
1508,Sulawesi Tenggara,64,2,20
1509,Sulawesi Utara,45,4,17
1510,Sumatera Barat,182,16,32
1511,Sumatera Selatan,156,5,29
1512,Sumatera Utara,117,14,42
1513,Aceh,12,1,8
1514,Bali,257,3,94
1515,Banten,385,62,330
1516,Bengkulu,12,2,7
1517,DKI Jakarta,4154,375,606
1518,Daerah Istimewa Yogyakarta,114,7,48
1519,Gorontalo,16,1,5
1521,Jambi,38,0,1
1522,Jawa Barat,837,109,240
1523,Jawa Tengah,1034,84,218
1524,Jawa Timur,1171,229,811
1525,Kalimantan Barat,70,3,15
1526,Kalimantan Selatan,195,9,24
1527,Kalimantan Tengah,157,8,53
1528,Kalimantan Timur,161,1,17
1529,Kalimantan Utara,122,1,5
1530,Kepulauan Bangka Belitung,21,1,5
1531,Kepulauan Riau,92,10,52
1532,Lampung,50,5,20
1533,Maluku,23,0,12
1534,Maluku Utara,50,0,6
1535,Nusa Tenggara Barat,268,4,36
1536,Nusa Tenggara Timur,10,0,1
1537,Papua,239,7,50
1538,Papua Barat,43,1,0
1539,Riau,55,6,27
1540,Sulawesi Barat,44,1,5
1541,Sulawesi Selatan,601,38,152
1542,Sulawesi Tengah,59,3,11
1543,Sulawesi Tenggara,64,3,20
1544,Sulawesi Utara,45,4,17
1545,Sumatera Barat,195,16,37
1546,Sumatera Selatan,184,5,36
1547,Sumatera Utara,123,14,42
1548,Aceh,12,1,8
1549,Bali,266,3,104
1550,Banten,399,62,339
1551,Bengkulu,12,2,7
1552,DKI Jakarta,4234,383,609
1553,Daerah Istimewa Yogyakarta,114,7,52
1554,Gorontalo,16,1,5
1556,Jambi,38,0,1
1557,Jawa Barat,1016,111,252
1558,Jawa Tengah,1061,84,228
1559,Jawa Timur,1184,237,818
1560,Kalimantan Barat,73,3,15
1561,Kalimantan Selatan,198,9,24
1562,Kalimantan Tengah,180,8,54
1563,Kalimantan Timur,166,2,17
1564,Kalimantan Utara,130,1,5
1565,Kepulauan Bangka Belitung,21,1,5
1566,Kepulauan Riau,92,10,53
1567,Lampung,54,5,20
1568,Maluku,23,0,12
1569,Maluku Utara,50,0,6
1570,Nusa Tenggara Barat,268,4,36
1571,Nusa Tenggara Timur,10,0,1
1572,Papua,239,7,50
1573,Papua Barat,43,1,0
1574,Riau,60,6,27
1575,Sulawesi Barat,44,1,5
1576,Sulawesi Selatan,607,38,200
1577,Sulawesi Tengah,59,3,11
1578,Sulawesi Tenggara,64,3,20
1579,Sulawesi Utara,45,4,17
1580,Sumatera Barat,203,16,39
1581,Sumatera Selatan,184,6,43
1582,Sumatera Utara,129,14,42
1583,Aceh,12,1,8
1584,Bali,272,3,104
1585,Banten,411,64,358
1586,Bengkulu,12,2,7
1587,DKI Jakarta,4366,384,675
1588,Daerah Istimewa Yogyakarta,120,7,53
1589,Gorontalo,16,1,9
1591,Jambi,43,0,1
1592,Jawa Barat,1056,112,256
1593,Jawa Tengah,1112,84,250
1594,Jawa Timur,1225,244,839
1595,Kalimantan Barat,73,3,15
1596,Kalimantan Selatan,212,9,24
1597,Kalimantan Tengah,181,10,54
1598,Kalimantan Timur,167,2,17
1599,Kalimantan Utara,131,1,6
1600,Kepulauan Bangka Belitung,29,1,5
1601,Kepulauan Riau,97,10,59
1602,Lampung,55,5,21
1603,Maluku,23,0,12
1604,Maluku Utara,50,0,6
1605,Nusa Tenggara Barat,284,4,46
1606,Nusa Tenggara Timur,13,0,1
1607,Papua,245,7,50
1608,Papua Barat,49,1,0
1609,Riau,63,6,28
1610,Sulawesi Barat,58,2,5
1611,Sulawesi Selatan,640,40,227
1612,Sulawesi Tengah,70,3,12
1613,Sulawesi Tenggara,69,3,24
1614,Sulawesi Utara,45,4,17
1615,Sumatera Barat,221,16,40
1616,Sumatera Selatan,199,6,47
1617,Sumatera Utara,130,14,44
1618,Aceh,17,1,8
1619,Bali,272,3,107
1620,Banten,440,64,362
1621,Bengkulu,14,2,7
1622,DKI Jakarta,4472,389,712
1623,Daerah Istimewa Yogyakarta,121,7,58
1624,Gorontalo,16,1,10
1626,Jambi,47,0,1
1627,Jawa Barat,1062,114,267
1628,Jawa Tengah,1166,85,285
1629,Jawa Timur,1273,257,850
1630,Kalimantan Barat,90,3,18
1631,Kalimantan Selatan,225,9,24
1632,Kalimantan Tengah,186,10,67
1633,Kalimantan Timur,181,2,17
1634,Kalimantan Utara,131,1,6
1635,Kepulauan Bangka Belitung,29,1,7
1636,Kepulauan Riau,98,10,65
1637,Lampung,63,5,26
1638,Maluku,23,2,12
1639,Maluku Utara,50,0,6
1640,Nusa Tenggara Barat,289,5,53
1641,Nusa Tenggara Timur,13,0,1
1642,Papua,246,7,50
1643,Papua Barat,53,1,0
1644,Riau,63,6,28
1645,Sulawesi Barat,58,2,5
1646,Sulawesi Selatan,665,43,234
1647,Sulawesi Tengah,70,3,12
1648,Sulawesi Tenggara,69,3,24
1649,Sulawesi Utara,45,4,17
1650,Sumatera Barat,238,17,40
1651,Sumatera Selatan,210,7,47
1652,Sumatera Utara,141,19,44
1653,Aceh,17,1,8
1654,Bali,282,3,118
1655,Banten,440,64,365
1656,Bengkulu,14,2,7
1657,DKI Jakarta,4554,397,716
1658,Daerah Istimewa Yogyakarta,136,7,59
1659,Gorontalo,20,1,10
1661,Jambi,47,0,1
1662,Jawa Barat,1105,114,277
1663,Jawa Tengah,1181,86,308
1664,Jawa Timur,1307,271,859
1665,Kalimantan Barat,95,3,18
1666,Kalimantan Selatan,238,9,24
1667,Kalimantan Tengah,188,11,67
1668,Kalimantan Timur,181,2,17
1669,Kalimantan Utara,131,1,6
1670,Kepulauan Bangka Belitung,29,1,7
1671,Kepulauan Riau,98,10,69
1672,Lampung,63,5,26
1673,Maluku,23,2,12
1674,Maluku Utara,50,0,6
1675,Nusa Tenggara Barat,300,5,57
1676,Nusa Tenggara Timur,13,0,1
1677,Papua,250,7,50
1678,Papua Barat,53,1,0
1679,Riau,68,6,28
1680,Sulawesi Barat,58,2,5
1681,Sulawesi Selatan,684,44,237
1682,Sulawesi Tengah,75,3,12
1683,Sulawesi Tenggara,69,3,24
1684,Sulawesi Utara,45,4,17
1685,Sumatera Barat,252,18,43
1686,Sumatera Selatan,227,9,49
1687,Sumatera Utara,142,19,49
1688,Aceh,17,1,11
1689,Bali,295,3,127
1690,Banten,460,65,372
1691,Bengkulu,14,2,7
1692,DKI Jakarta,4650,398,716
1693,Daerah Istimewa Yogyakarta,142,7,59
1694,Gorontalo,20,1,13
1696,Jambi,47,0,1
1697,Jawa Barat,1713,116,282
1698,Jawa Tengah,1226,86,347
